#OTU ID	AJ414	AP114	AS114	AT414	JJ114	JJ415	JJ515	JP315	JP414	JP515	JS115	JS415	JT115	JT314	JT415	OJ415	OJ514	OJ515	OJ615	OP315	OP515	OP614	OP615	OS115	OS214	OS415	OS615	OT115	OT414	OT415	OT515	Taxonomy
OTU1632	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	US|0.3195|KF222159|SH221826.07FU;k:Fungi,p:Ascomycota
OTU1633	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7928|None;k:Fungi
OTU1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	US|0.8179|None;k:Rhizaria,p:Cercozoa
OTU1635	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	US|0.7379|LN714010|SH203797.07FU;k:Fungi
OTU1637	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JN905909|SH212425.07FU;k:Fungi
OTU1638	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AY558754|SH178809.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Geopora,s:Geopora cooperi
OTU1639	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7033|None;k:Fungi
OTU1640	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	SS|0.7600|KF614877|SH491906.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes
OTU1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.0100|KT585741|SH528207.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae
OTU1642	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	US|0.6806|MF976660|SH193471.07FU;k:Fungi
OTU1643	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7836|None;k:Fungi,p:Basidiomycota
OTU1644	0	0	0	3	0	0	0	0	0	0	0	0	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0	2	GS|98.1|KF823589|SH198314.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Sirobasidiaceae
OTU1645	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.7379|GQ518134|SH202968.07FU;k:Fungi
OTU1646	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	GS|99.0|KT160581|SH006756.07FU;k:Fungi,p:Ascomycota
OTU1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|MF528735|SH220112.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU1648	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	GS|99.6|JN904715|SH212425.07FU;k:Fungi
OTU1649	4	6	2	2	1	0	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0	4	0	0	2	0	0	0	5	0	0	US|0.7230|None;k:Fungi
OTU1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	SS|0.3500|UDB022735|SH202094.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Physciaceae
OTU1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.7500|FJ820819|SH184436.07FU;k:Fungi
OTU1653	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|KP714643|SH185972.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8400|MF528532|SH220112.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora
OTU1655	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	US|0.9655|KF222299|SH221826.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU1656	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7436|KJ411449|SH457497.07FU;k:Fungi
OTU1657	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	US|0.7436|None;k:Fungi
OTU1658	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|GQ922536|SH215229.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora fibrinocaudata
OTU1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	US|0.9998|KF274176|SH473149.07FU;k:Fungi
OTU1660	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9939|EU010245|SH187396.07FU;k:Fungi
OTU1661	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7809|KC339239|SH183007.07FU;k:Fungi,p:Ascomycota
OTU1662	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US|0.5526|KT360184|SH521512.07FU;k:Fungi
OTU1663	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	SS|0.4000|FR682424|SH001244.07FU;k:Fungi,p:Ascomycota
OTU1664	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.4|KU721775|SH524506.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sparticola,s:Sparticola junci
OTU1665	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.6645|EF505595|SH182977.07FU;k:Fungi
OTU1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	SS|0.6000|FM999599|SH211018.07FU;k:Fungi,p:Ascomycota
OTU1667	0	3	556	0	0	0	0	5	0	16	8	19	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	GS|97.7|LC204891|SH220112.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,g:Curvibasidium,s:Curvibasidium rogersii
OTU1668	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KJ734957|SH483691.07FU;k:Fungi
OTU1669	0	0	1	4	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US|0.6806|GQ510484|SH202968.07FU;k:Fungi
OTU1670	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	US|0.9948|JN905635|SH212425.07FU;k:Fungi
OTU1671	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	US|0.7601|JF946020|SH183422.07FU;k:Fungi
OTU1672	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.6645|JN906362|SH022043.07FU;k:Fungi
OTU1673	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|100.0|KC584187|SH216784.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria obovoidea
OTU1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	US|0.4799|AB712462|SH481745.07FU;k:Fungi
OTU1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	US|0.7379|JN904215|SH212425.07FU;k:Fungi
OTU1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	US|0.5119|JN396325|SH215493.07FU;k:Fungi,p:Ascomycota
OTU1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	1	0	0	GS|99.0|LC205590|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	US|0.9997|KF221679|SH221826.07FU;k:Fungi
OTU1680	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	GS|100.0|DQ421243|SH213330.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora
OTU1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	SS|0.4300|MF099779|SH643228.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1682	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	GSL|100.0|KJ663840|SH194391.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Phacidium
OTU1683	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|100.0|KU945875|SH194083.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus terreus
OTU1684	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	US|0.7836|JN906008|SH022043.07FU;k:Fungi,p:Basidiomycota
OTU1685	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AY787844|SH209386.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces cecidicola
OTU1686	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	GS|100.0|KF221442|SH221826.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stereaceae,g:Stereum
OTU1687	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	US|0.1440|KF861799|SH206550.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes
OTU1688	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|97.5|KF296882|SH009129.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Neodevriesiaceae,g:Neodevriesia
OTU1689	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	GS|99.5|DQ683978|SH184243.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia
OTU1690	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.6100|AM292201|SH208586.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU1691	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	SS|0.7500|KM879333|SH487502.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae
OTU1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	GSL|99.1|KJ869152|SH194525.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta
OTU1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	GS|98.3|JN905282|SH022043.07FU;k:Fungi,p:Ascomycota
OTU1695	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.6|JX378108|SH521518.07FU;k:Fungi,p:Ascomycota
OTU1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.3899|KY768060|SH223202.07FU;k:Fungi
OTU1697	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	US|0.7858|KF036596|SH468799.07FU;k:Fungi,p:Basidiomycota
OTU1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	SS|0.6300|AF405303|SH206666.07FU;k:Fungi,p:Ascomycota
OTU1699	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	1	0	0	GS|98.9|GQ153006|SH186932.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Kalmusia
OTU1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	SS|0.5900|AB712459|SH463664.07FU;k:Fungi
OTU1701	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.7700|HQ630313|SH192693.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU1702	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7514|KY131772|SH193471.07FU;k:Fungi,p:Ascomycota
OTU1703	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	US|0.5644|LC204277|SH220112.07FU;k:Fungi
OTU1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.0|LC204393|SH220112.07FU;k:Fungi
OTU1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	US|0.9998|JX136389|SH187536.07FU;k:Fungi
OTU1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9857|LC204881|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1707	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	US|0.5270|JN905152|SH022043.07FU;k:Rhizaria
OTU1708	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.9|MF532301|SH220112.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma
OTU1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.4|KP235654|SH182106.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae
OTU1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|JX978258|SH019715.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1711	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9841|KX611080|SH630654.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1712	47	0	0	0	18	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	US|0.9754|KT965049|SH205786.07FU;k:Fungi,p:Ascomycota
OTU1713	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	SS|0.0600|KT222348|SH494574.07FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia
OTU1714	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|GU722054|SH179785.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora
OTU1715	0	0	0	11	0	1	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	GS|98.7|JN905955|SH212425.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU1716	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	GS|100.0|GQ203780|SH006642.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella irregularis
OTU1717	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	SS|0.5600|KF296918|SH474311.07FU;k:Fungi,p:Ascomycota
OTU1718	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9937|JX978256|SH200066.07FU;k:Fungi,p:Ascomycota
OTU1719	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	US|0.9890|GQ509958|SH202968.07FU;k:Fungi
OTU1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	US|0.9875|JX136392|SH021078.07FU;k:Fungi,p:Ascomycota
OTU1721	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	US|0.9990|JN904559|SH212425.07FU;k:Fungi
OTU1723	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	GS|98.6|FJ827188|SH201645.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7836|FJ999654|SH211730.07FU;k:Fungi,p:Ascomycota
OTU1725	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	GS|100.0|AM901802|SH215820.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Ascochyta
OTU1726	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.1|KF221754|SH221826.07FU;k:Fungi,p:Basidiomycota
OTU1727	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	SS|0.6700|MF966037|SH193471.07FU;k:Fungi
OTU1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.1|JF691024|SH213286.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora
OTU1729	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	SS|0.3600|JX136278|SH216328.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae
OTU1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	3	US|0.9586|GU931726|SH192137.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1731	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.5644|JX385986|SH204421.07FU;k:Fungi
OTU1732	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	US|0.6916|JX507956|SH022119.07FU;k:Fungi
OTU1733	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	SS|1.0000|KF221678|SH221826.07FU;k:Fungi
OTU1734	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.5800|FJ491806|SH209392.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces
OTU1735	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9998|KF274356|SH473030.07FU;k:Fungi
OTU1737	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KT968587|SH183756.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon,s:Rhizopogon evadens
OTU1739	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	GS|100.0|HM365257|SH195329.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Chaetomium,s:Chaetomium iranianum
OTU1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	GS|99.6|EU913722|SH007717.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae,g:Ceratocystiopsis,s:Ceratocystiopsis brevicomis
OTU1741	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.3108|JX387747|SH186595.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|97.8|LC204972|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Keissleriella
OTU1743	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	US|0.2855|KF274156|SH208682.07FU;k:Fungi,p:Ascomycota
OTU1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	US|1.0000|None;k:Fungi
OTU1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	US|0.7928|None;k:Fungi
OTU1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	GS|99.6|KP135164|SH191859.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phanerochaete
OTU1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	SS|0.7300|GU553286|SH025115.07FU;k:Fungi
OTU1750	0	1	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	US|0.7552|JN904321|SH212425.07FU;k:Fungi,p:Ascomycota
OTU1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	US|0.7736|KC990381|SH191488.07FU;k:Fungi,p:Ascomycota
OTU1752	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.6916|KF274447|SH204919.07FU;k:Fungi,p:Ascomycota
OTU1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.7736|GQ525512|SH202968.07FU;k:Fungi,p:Ascomycota
OTU1754	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|97.4|AM999625|SH183095.07FU;k:Fungi,p:Chytridiomycota
OTU1755	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.7|KC585301|SH178908.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Antrodia,s:Antrodia serialis
OTU1756	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.6961|None;k:Fungi,p:Ascomycota
OTU1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|FJ792583|SH217807.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascodesmidaceae,g:Cephaliophora,s:Cephaliophora tropica
